key1,value1,key2,value2,displayValue1,largest_lrUnitNumber
21460,BAČKOVICA,203,BJELOVAR,"BAČKOVICA, BJELOVAR",1000
21461,BEDENIČKA,203,BJELOVAR,"BEDENIČKA, BJELOVAR",1000
21462,BEDENIK,203,BJELOVAR,"BEDENIK, BJELOVAR",2000
21464,GRAD BJELOVAR,203,BJELOVAR,"GRAD BJELOVAR, BJELOVAR",9000
21467,CIGLENA,203,BJELOVAR,"CIGLENA, BJELOVAR",2000
21468,ČAĐAVAC,203,BJELOVAR,"ČAĐAVAC, BJELOVAR",1000
21469,DAUTAN,203,BJELOVAR,"DAUTAN, BJELOVAR",1000
21470,DIKLENICA,203,BJELOVAR,"DIKLENICA, BJELOVAR",2000
21471,DRLJANOVAC,203,BJELOVAR,"DRLJANOVAC, BJELOVAR",1000
21472,GALOVAC,203,BJELOVAR,"GALOVAC, BJELOVAR",3000
21473,GORNJE PLAVNICE,203,BJELOVAR,"GORNJE PLAVNICE, BJELOVAR",5000
21474,SREDICE GORNJE,203,BJELOVAR,"SREDICE GORNJE, BJELOVAR",2000
21475,KRIŽ GORNJI,203,BJELOVAR,"KRIŽ GORNJI, BJELOVAR",1000
21476,GUDOVAC,203,BJELOVAR,"GUDOVAC, BJELOVAR",2000
21477,GUDOVAČKI DRAGANIĆ,203,BJELOVAR,"GUDOVAČKI DRAGANIĆ, BJELOVAR",1000
21478,KAKINAC,203,BJELOVAR,"KAKINAC, BJELOVAR",1000
21479,KAPELA,203,BJELOVAR,"KAPELA, BJELOVAR",3000
21480,KLOKOČEVAC,203,BJELOVAR,"KLOKOČEVAC, BJELOVAR",2000
21481,KOBASIČARI,203,BJELOVAR,"KOBASIČARI, BJELOVAR",2000
21482,KORENOVO,203,BJELOVAR,"KORENOVO, BJELOVAR",2000
21483,KOZAREVAC RAČANSKI,203,BJELOVAR,"KOZAREVAC RAČANSKI, BJELOVAR",1000
21484,KRALJEVAC,203,BJELOVAR,"KRALJEVAC, BJELOVAR",3000
21485,LASOVAC,203,BJELOVAR,"LASOVAC, BJELOVAR",1000
21486,MALO TROJSTVO,203,BJELOVAR,"MALO TROJSTVO, BJELOVAR",3000
21487,TROJSTVENI MARKOVAC,203,BJELOVAR,"TROJSTVENI MARKOVAC, BJELOVAR",4000
21488,MEĐURAČA,203,BJELOVAR,"MEĐURAČA, BJELOVAR",1000
21489,MOSTI,203,BJELOVAR,"MOSTI, BJELOVAR",3000
21491,NOVA RAČA,203,BJELOVAR,"NOVA RAČA, BJELOVAR",2000
21492,OBROVNICA,203,BJELOVAR,"OBROVNICA, BJELOVAR",1000
21493,ORLOVAC,203,BJELOVAR,"ORLOVAC, BJELOVAR",1000
21494,OROVAC,203,BJELOVAR,"OROVAC, BJELOVAR",2000
21495,PAVLIN KLOŠTAR,203,BJELOVAR,"PAVLIN KLOŠTAR, BJELOVAR",2000
21496,PODGORCI,203,BJELOVAR,"PODGORCI, BJELOVAR",2000
21497,PREDAVAC,203,BJELOVAR,"PREDAVAC, BJELOVAR",3000
21498,PRESPA,203,BJELOVAR,"PRESPA, BJELOVAR",2000
21499,PRGOMELJE,203,BJELOVAR,"PRGOMELJE, BJELOVAR",3000
21500,PUPELICA,203,BJELOVAR,"PUPELICA, BJELOVAR",1000
21501,RAJIĆ GUDOVAČKI,203,BJELOVAR,"RAJIĆ GUDOVAČKI, BJELOVAR",2000
21502,RAVNEŠ,203,BJELOVAR,"RAVNEŠ, BJELOVAR",1000
21503,RIBNJAČKA,203,BJELOVAR,"RIBNJAČKA, BJELOVAR",1000
21504,ROVIŠĆE,203,BJELOVAR,"ROVIŠĆE, BJELOVAR",2000
21505,SASOVAC,203,BJELOVAR,"SASOVAC, BJELOVAR",1000
21506,SEVERIN,203,BJELOVAR,"SEVERIN, BJELOVAR",2000
21509,ŠANDROVAC,203,BJELOVAR,"ŠANDROVAC, BJELOVAR",3000
21510,TOMAŠ,203,BJELOVAR,"TOMAŠ, BJELOVAR",2000
21511,VELIKA PISANICA,203,BJELOVAR,"VELIKA PISANICA, BJELOVAR",3000
21512,VELIKO TROJSTVO,203,BJELOVAR,"VELIKO TROJSTVO, BJELOVAR",3000
21513,VIŠNJEVAC,203,BJELOVAR,"VIŠNJEVAC, BJELOVAR",3000
21514,ZDELICE,203,BJELOVAR,"ZDELICE, BJELOVAR",3000
21515,ZRINSKI TOPOLOVAC,203,BJELOVAR,"ZRINSKI TOPOLOVAC, BJELOVAR",4000
21516,ŽABJAK,203,BJELOVAR,"ŽABJAK, BJELOVAR",2000
21517,ŽDRALOVI,203,BJELOVAR,"ŽDRALOVI, BJELOVAR",3000
21518,STARE PLAVNICE,203,BJELOVAR,"STARE PLAVNICE, BJELOVAR",1000
21519,BREZOVAC,203,BJELOVAR,"BREZOVAC, BJELOVAR",1000
21520,NOVE PLAVNICE-HRGOVLJANI,203,BJELOVAR,"NOVE PLAVNICE-HRGOVLJANI, BJELOVAR",2000
21521,BJELOVAR-SREDICE,203,BJELOVAR,"BJELOVAR-SREDICE, BJELOVAR",2000
250127,BJELOVAR NOVI,203,BJELOVAR,"BJELOVAR NOVI, BJELOVAR",4000
221507,SLOVINSKA KOVAČICA,203,BJELOVAR,"SLOVINSKA KOVAČICA, BJELOVAR",1000
221490,NEVINAC,203,BJELOVAR,"NEVINAC, BJELOVAR",1000
21549,DEREZA,532,ČAZMA,"DEREZA, ČAZMA",1000
21551,BOJANA,532,ČAZMA,"BOJANA, ČAZMA",3000
21552,BLATNICA,532,ČAZMA,"BLATNICA, ČAZMA",1000
21553,CERINA,532,ČAZMA,"CERINA, ČAZMA",2000
21554,ČAZMA,532,ČAZMA,"ČAZMA, ČAZMA",3000
21555,DRAGANEC,532,ČAZMA,"DRAGANEC, ČAZMA",3000
21556,ĐURĐIC,532,ČAZMA,"ĐURĐIC, ČAZMA",2000
21557,IVANSKA,532,ČAZMA,"IVANSKA, ČAZMA",4000
21558,KRIŽIC,532,ČAZMA,"KRIŽIC, ČAZMA",1000
21559,LAMINAC,532,ČAZMA,"LAMINAC, ČAZMA",2000
21560,LIPOVČANI,532,ČAZMA,"LIPOVČANI, ČAZMA",2000
21561,MARTINAC,532,ČAZMA,"MARTINAC, ČAZMA",1000
21562,MIKLOUŠ,532,ČAZMA,"MIKLOUŠ, ČAZMA",2000
21563,NARTA,532,ČAZMA,"NARTA, ČAZMA",5000
21564,POBJENIK,532,ČAZMA,"POBJENIK, ČAZMA",3000
21565,PETRIČKA,532,ČAZMA,"PETRIČKA, ČAZMA",3000
21566,SAMARICA,532,ČAZMA,"SAMARICA, ČAZMA",2000
21567,SIŠĆANI,532,ČAZMA,"SIŠĆANI, ČAZMA",2000
21568,SRIJEDSKA,532,ČAZMA,"SRIJEDSKA, ČAZMA",1000
21569,STARA PLOŠĆICA,532,ČAZMA,"STARA PLOŠĆICA, ČAZMA",1000
21570,ŠTEFANJE,532,ČAZMA,"ŠTEFANJE, ČAZMA",2000
21571,ŠUŠNJARA,532,ČAZMA,"ŠUŠNJARA, ČAZMA",1000
21572,VAGOVINA,532,ČAZMA,"VAGOVINA, ČAZMA",2000
21573,VRTLINSKA,532,ČAZMA,"VRTLINSKA, ČAZMA",2000
221550,DAPCI,532,ČAZMA,"DAPCI, ČAZMA",3000
221548,BOSILJEVO,532,ČAZMA,"BOSILJEVO, ČAZMA",2000
21621,BRŠLJANICA,515,GAREŠNICA,"BRŠLJANICA, GAREŠNICA",1000
21622,CIGLENICA,515,GAREŠNICA,"CIGLENICA, GAREŠNICA",1000
21623,DIŠNIK,515,GAREŠNICA,"DIŠNIK, GAREŠNICA",1000
21625,TRNOVITIČKI POPOVAC,515,GAREŠNICA,"TRNOVITIČKI POPOVAC, GAREŠNICA",1000
21626,GAREŠNICA,515,GAREŠNICA,"GAREŠNICA, GAREŠNICA",4000
21627,BEREK,515,GAREŠNICA,"BEREK, GAREŠNICA",2000
21628,TRNOVITICA,515,GAREŠNICA,"TRNOVITICA, GAREŠNICA",3000
21629,ULJANIK,515,GAREŠNICA,"ULJANIK, GAREŠNICA",3000
21630,VELIKA TRNAVA,515,GAREŠNICA,"VELIKA TRNAVA, GAREŠNICA",1000
21631,MLINSKA,515,GAREŠNICA,"MLINSKA, GAREŠNICA",1000
21632,PALEŠNIK,515,GAREŠNICA,"PALEŠNIK, GAREŠNICA",2000
21634,TOMAŠICA,515,GAREŠNICA,"TOMAŠICA, GAREŠNICA",2000
21635,ŠIMLJANA,515,GAREŠNICA,"ŠIMLJANA, GAREŠNICA",2000
21636,GORNJA GAREŠNICA,515,GAREŠNICA,"GORNJA GAREŠNICA, GAREŠNICA",2000
21637,KAJGANA,515,GAREŠNICA,"KAJGANA, GAREŠNICA",1000
21638,KAPELICA,515,GAREŠNICA,"KAPELICA, GAREŠNICA",2000
21639,VUKOVJE,515,GAREŠNICA,"VUKOVJE, GAREŠNICA",2000
21640,LADISLAV,515,GAREŠNICA,"LADISLAV, GAREŠNICA",2000
21641,HERCEGOVAC,515,GAREŠNICA,"HERCEGOVAC, GAREŠNICA",2000
21642,NOVA PLOŠČICA,515,GAREŠNICA,"NOVA PLOŠČICA, GAREŠNICA",2000
21643,KANIŠKA IVA,515,GAREŠNICA,"KANIŠKA IVA, GAREŠNICA",2000
21644,PAŠIJAN,515,GAREŠNICA,"PAŠIJAN, GAREŠNICA",2000
21645,PROKOP,515,GAREŠNICA,"PROKOP, GAREŠNICA",1000
21646,RUŠKOVAC,515,GAREŠNICA,"RUŠKOVAC, GAREŠNICA",1000
21647,ILOVSKI KLOKOČEVAC,515,GAREŠNICA,"ILOVSKI KLOKOČEVAC, GAREŠNICA",1000
21648,KOSTANJEVAC,515,GAREŠNICA,"KOSTANJEVAC, GAREŠNICA",2000
250138,GAREŠNICA-CENTAR,515,GAREŠNICA,"GAREŠNICA-CENTAR, GAREŠNICA",2000
221624,ŠIMLJANIK,515,GAREŠNICA,"ŠIMLJANIK, GAREŠNICA",1000
221633,HRASTOVAC,515,GAREŠNICA,"HRASTOVAC, GAREŠNICA",2000
21660,GRĐEVICA,612,PAKRAC,"GRĐEVICA, PAKRAC",1000
21661,PRGOMELJE,612,PAKRAC,"PRGOMELJE, PAKRAC",1000
21662,CIKOTE,612,PAKRAC,"CIKOTE, PAKRAC",1000
21664,PAKRAC,612,PAKRAC,"PAKRAC, PAKRAC",4000
21665,JAGMA,612,PAKRAC,"JAGMA, PAKRAC",1000
21666,KOVAČEVAC,612,PAKRAC,"KOVAČEVAC, PAKRAC",1000
21667,KRIČKE,612,PAKRAC,"KRIČKE, PAKRAC",1000
21668,BRANEŠCI,612,PAKRAC,"BRANEŠCI, PAKRAC",1000
21669,TORANJ,612,PAKRAC,"TORANJ, PAKRAC",1000
21670,ŠUMETLICA,612,PAKRAC,"ŠUMETLICA, PAKRAC",1000
21671,ŠEOVICA,612,PAKRAC,"ŠEOVICA, PAKRAC",2000
21672,TISOVAC,612,PAKRAC,"TISOVAC, PAKRAC",1000
21673,GRAHOVLJANI,612,PAKRAC,"GRAHOVLJANI, PAKRAC",1000
21674,KRAGUJ,612,PAKRAC,"KRAGUJ, PAKRAC",1000
21675,ROGULJE,612,PAKRAC,"ROGULJE, PAKRAC",1000
21676,POLJANA,612,PAKRAC,"POLJANA, PAKRAC",2000
21677,ŠPANOVICA,612,PAKRAC,"ŠPANOVICA, PAKRAC",1000
21678,KLISA,612,PAKRAC,"KLISA, PAKRAC",1000
21679,OMANOVAC,612,PAKRAC,"OMANOVAC, PAKRAC",1000
21680,PREKOPAKRA,612,PAKRAC,"PREKOPAKRA, PAKRAC",2000
21681,SKENDEROVCI,612,PAKRAC,"SKENDEROVCI, PAKRAC",1000
21682,OŽEGOVCI,612,PAKRAC,"OŽEGOVCI, PAKRAC",1000
21683,DONJA OBRIJEŽ,612,PAKRAC,"DONJA OBRIJEŽ, PAKRAC",1000
21684,BREKINSKA,612,PAKRAC,"BREKINSKA, PAKRAC",1000
21685,ANTUNOVAC,612,PAKRAC,"ANTUNOVAC, PAKRAC",2000
21686,KUSONJE,612,PAKRAC,"KUSONJE, PAKRAC",2000
21687,GAJ,612,PAKRAC,"GAJ, PAKRAC",2000
21688,BANOVAC,612,PAKRAC,"BANOVAC, PAKRAC",1000
21689,LIPOVAC,612,PAKRAC,"LIPOVAC, PAKRAC",1000
21690,DRAGOVIĆ,612,PAKRAC,"DRAGOVIĆ, PAKRAC",1000
21691,BREZINE,612,PAKRAC,"BREZINE, PAKRAC",1000
21692,BJELANOVAC,612,PAKRAC,"BJELANOVAC, PAKRAC",1000
21693,BADLJEVINA,612,PAKRAC,"BADLJEVINA, PAKRAC",2000
21694,ČAGLIĆ,612,PAKRAC,"ČAGLIĆ, PAKRAC",2000
21695,SUBOCKA,612,PAKRAC,"SUBOCKA, PAKRAC",1000
21696,KUKUNJEVAC,612,PAKRAC,"KUKUNJEVAC, PAKRAC",2000
21697,GORNJA OBRIJEŽ,612,PAKRAC,"GORNJA OBRIJEŽ, PAKRAC",1000
21698,FILIPOVAC,612,PAKRAC,"FILIPOVAC, PAKRAC",1000
21699,KAPETANOVO POLJE,612,PAKRAC,"KAPETANOVO POLJE, PAKRAC",1000
21700,BATINJANI,612,PAKRAC,"BATINJANI, PAKRAC",1000
21701,BUJAVICA,612,PAKRAC,"BUJAVICA, PAKRAC",1000
21702,LIVAĐANI,612,PAKRAC,"LIVAĐANI, PAKRAC",1000
21703,BUKOVČANI,612,PAKRAC,"BUKOVČANI, PAKRAC",1000
21704,DEREZA,612,PAKRAC,"DEREZA, PAKRAC",1000
21705,MARINO SELO,612,PAKRAC,"MARINO SELO, PAKRAC",1000
21706,DOBROVAC,612,PAKRAC,"DOBROVAC, PAKRAC",1000
21707,BJELAJCI,612,PAKRAC,"BJELAJCI, PAKRAC",1000
21708,KORITA,612,PAKRAC,"KORITA, PAKRAC",1000
21709,PLOŠTINE,612,PAKRAC,"PLOŠTINE, PAKRAC",1000
21710,STRIŽIČEVAC,612,PAKRAC,"STRIŽIČEVAC, PAKRAC",1000
21711,BUDIĆI,612,PAKRAC,"BUDIĆI, PAKRAC",1000
21712,LIPIK,612,PAKRAC,"LIPIK, PAKRAC",3000
21580,MARKOVAC,209,DARUVAR,"MARKOVAC, DARUVAR",1000
21581,KIP,209,DARUVAR,"KIP, DARUVAR",1000
21582,KONČANICA,209,DARUVAR,"KONČANICA, DARUVAR",3000
21583,PAKRANI,209,DARUVAR,"PAKRANI, DARUVAR",1000
21585,TROJEGLAVA,209,DARUVAR,"TROJEGLAVA, DARUVAR",2000
21586,KLISA,209,DARUVAR,"KLISA, DARUVAR",1000
21587,POTOČANI,209,DARUVAR,"POTOČANI, DARUVAR",1000
21588,CJEPIDLAKE,209,DARUVAR,"CJEPIDLAKE, DARUVAR",1000
21589,KORENIČANI,209,DARUVAR,"KORENIČANI, DARUVAR",1000
21590,REMOVAC,209,DARUVAR,"REMOVAC, DARUVAR",1000
21591,VRIJESKA,209,DARUVAR,"VRIJESKA, DARUVAR",1000
21592,DARUVAR,209,DARUVAR,"DARUVAR, DARUVAR",5000
21593,DOBRA KUĆA,209,DARUVAR,"DOBRA KUĆA, DARUVAR",0
21594,ZAILE,209,DARUVAR,"ZAILE, DARUVAR",0
21595,DEŽANOVAC,209,DARUVAR,"DEŽANOVAC, DARUVAR",3000
21596,GORNJI DARUVAR,209,DARUVAR,"GORNJI DARUVAR, DARUVAR",2000
21597,GOLUBINJAK,209,DARUVAR,"GOLUBINJAK, DARUVAR",2000
21598,PUKLICA,209,DARUVAR,"PUKLICA, DARUVAR",1000
21599,BORKI,209,DARUVAR,"BORKI, DARUVAR",1000
21600,MALI BASTAJI,209,DARUVAR,"MALI BASTAJI, DARUVAR",1000
21602,VRBOVAC,209,DARUVAR,"VRBOVAC, DARUVAR",2000
21603,ĐULOVAC,209,DARUVAR,"ĐULOVAC, DARUVAR",1000
21604,KRIVAJA,209,DARUVAR,"KRIVAJA, DARUVAR",1000
21605,MILJANOVAC,209,DARUVAR,"MILJANOVAC, DARUVAR",1000
21606,DOLJANI,209,DARUVAR,"DOLJANI, DARUVAR",2000
21607,ŠIBOVAC,209,DARUVAR,"ŠIBOVAC, DARUVAR",1000
21608,BIJELA,209,DARUVAR,"BIJELA, DARUVAR",1000
21609,SOKOLOVAC,209,DARUVAR,"SOKOLOVAC, DARUVAR",1000
21610,KREŠTELOVAC,209,DARUVAR,"KREŠTELOVAC, DARUVAR",2000
21611,GOVEĐE POLJE,209,DARUVAR,"GOVEĐE POLJE, DARUVAR",1000
21612,VELIKI BASTAJI,209,DARUVAR,"VELIKI BASTAJI, DARUVAR",2000
21614,VUKOVIJE,209,DARUVAR,"VUKOVIJE, DARUVAR",3000
21615,BASTAJSKI BRĐANI,209,DARUVAR,"BASTAJSKI BRĐANI, DARUVAR",1000
21616,BRESTOVAC,209,DARUVAR,"BRESTOVAC, DARUVAR",4000
21617,DONJI SREĐANI,209,DARUVAR,"DONJI SREĐANI, DARUVAR",1000
21618,GORNJI SREĐANI,209,DARUVAR,"GORNJI SREĐANI, DARUVAR",1000
21619,IMSOVAC,209,DARUVAR,"IMSOVAC, DARUVAR",1000
21620,SIRAČ,209,DARUVAR,"SIRAČ, DARUVAR",4000
21713,GRUBIŠNO POLJE,209,DARUVAR,"GRUBIŠNO POLJE, DARUVAR",4000
21714,GRBAVAC,209,DARUVAR,"GRBAVAC, DARUVAR",1000
21715,VELIKA BARNA,209,DARUVAR,"VELIKA BARNA, DARUVAR",3000
21716,MALA BARNA,209,DARUVAR,"MALA BARNA, DARUVAR",1000
21717,MALA PISANICA,209,DARUVAR,"MALA PISANICA, DARUVAR",1000
21718,DAPČEVICA,209,DARUVAR,"DAPČEVICA, DARUVAR",2000
21719,MALA PERATOVICA,209,DARUVAR,"MALA PERATOVICA, DARUVAR",1000
21720,VELIKA PERATOVICA,209,DARUVAR,"VELIKA PERATOVICA, DARUVAR",1000
21721,TOPOLOVICA,209,DARUVAR,"TOPOLOVICA, DARUVAR",1000
21722,CREMUŠINA,209,DARUVAR,"CREMUŠINA, DARUVAR",1000
21723,BRZAJA,209,DARUVAR,"BRZAJA, DARUVAR",1000
21724,MALA JASENOVAČA,209,DARUVAR,"MALA JASENOVAČA, DARUVAR",1000
21725,DRAŽICA,209,DARUVAR,"DRAŽICA, DARUVAR",1000
21726,RAŠENICA,209,DARUVAR,"RAŠENICA, DARUVAR",4000
21727,TURČEVIĆ POLJE,209,DARUVAR,"TURČEVIĆ POLJE, DARUVAR",2000
21728,SIBENIK,209,DARUVAR,"SIBENIK, DARUVAR",1000
21729,DONJA KOVAČICA,209,DARUVAR,"DONJA KOVAČICA, DARUVAR",1000
21730,GORNJA KOVAČICA,209,DARUVAR,"GORNJA KOVAČICA, DARUVAR",1000
21731,MALI GRĐEVAC,209,DARUVAR,"MALI GRĐEVAC, DARUVAR",1000
21732,VELIKI GRĐEVAC,209,DARUVAR,"VELIKI GRĐEVAC, DARUVAR",3000
21733,PAVLOVAC,209,DARUVAR,"PAVLOVAC, DARUVAR",2000
21734,ZRINSKA,209,DARUVAR,"ZRINSKA, DARUVAR",2000
21735,MALI ZDENCI,209,DARUVAR,"MALI ZDENCI, DARUVAR",2000
21736,VELIKI ZDENCI,209,DARUVAR,"VELIKI ZDENCI, DARUVAR",2000
221613,DONJI DARUVAR,209,DARUVAR,"DONJI DARUVAR, DARUVAR",4000
221601,BLAGORODOVAC,209,DARUVAR,"BLAGORODOVAC, DARUVAR",1000
31880,JABLANAC,575,SENJ,"JABLANAC, SENJ",1000
31881,KRIVI PUT,575,SENJ,"KRIVI PUT, SENJ",5000
31882,MELNICE,575,SENJ,"MELNICE, SENJ",1000
31883,SENJ,575,SENJ,"SENJ, SENJ",3000
31884,STINICA,575,SENJ,"STINICA, SENJ",2000
30992,KLADA,575,SENJ,"KLADA, SENJ",1000
30993,PRIZNA,575,SENJ,"PRIZNA, SENJ",1000
30994,STARIGRAD,575,SENJ,"STARIGRAD, SENJ",1000
31425,KRASNO,575,SENJ,"KRASNO, SENJ",2000
31426,SVETI JURAJ,575,SENJ,"SVETI JURAJ, SENJ",4000
30092,KRMPOTE,611,NOVI VINODOLSKI,"KRMPOTE, NOVI VINODOLSKI",12000
31879,NOVI,611,NOVI VINODOLSKI,"NOVI, NOVI VINODOLSKI",8000
32354,LEDENICE,611,NOVI VINODOLSKI,"LEDENICE, NOVI VINODOLSKI",7000
30657,BANJOL,259,RAB,"BANJOL, RAB",4000
30658,BARBAT,259,RAB,"BARBAT, RAB",4000
30659,KAMPOR,259,RAB,"KAMPOR, RAB",3000
30660,LOPAR,259,RAB,"LOPAR, RAB",5000
30661,SUPETARSKA DRAGA,259,RAB,"SUPETARSKA DRAGA, RAB",3000
32214,RAB-MUNDANIJE,259,RAB,"RAB-MUNDANIJE, RAB",4000
234089,GOLI OTOK,259,RAB,"GOLI OTOK, RAB",0
234090,SVETI GRGUR,259,RAB,"SVETI GRGUR, RAB",0
31111,BAŠKA,232,KRK,"BAŠKA, KRK",13000
31112,BATOMALJ,232,KRK,"BATOMALJ, KRK",12000
31113,BOGOVIĆI,232,KRK,"BOGOVIĆI, KRK",13000
31114,DOBRINJ,232,KRK,"DOBRINJ, KRK",11000
31115,DRAGA BAŠĆANSKA,232,KRK,"DRAGA BAŠĆANSKA, KRK",13000
31116,GARICA,232,KRK,"GARICA, KRK",9000
31117,KORNIĆ,232,KRK,"KORNIĆ, KRK",9000
31118,KRK,232,KRK,"KRK, KRK",10000
31119,LINARDIĆI,232,KRK,"LINARDIĆI, KRK",5000
31120,MIHOLJICE,232,KRK,"MIHOLJICE, KRK",7000
31122,POLJICA,232,KRK,"POLJICA, KRK",9000
31123,PUNAT,232,KRK,"PUNAT, KRK",9000
31124,SKRBČIĆI,232,KRK,"SKRBČIĆI, KRK",5000
31125,SOLINE,232,KRK,"SOLINE, KRK",11000
31126,STARA BAŠKA,232,KRK,"STARA BAŠKA, KRK",5000
31127,SUŽAN,232,KRK,"SUŽAN, KRK",10000
31128,SVETI ANTON,232,KRK,"SVETI ANTON, KRK",10000
31129,VRBNIK,232,KRK,"VRBNIK, KRK",23000
31130,VRH,232,KRK,"VRH, KRK",5000
50043,MALINSKA-DUBAŠNICA,232,KRK,"MALINSKA-DUBAŠNICA, KRK",3000
33055,OMIŠALJ,232,KRK,"OMIŠALJ, KRK",14000
234088,BAŠKA-NOVA,232,KRK,"BAŠKA-NOVA, KRK",14000
50041,OMIŠALJ-NJIVICE,232,KRK,"OMIŠALJ-NJIVICE, KRK",17000
31875,BELGRAD,206,CRIKVENICA,"BELGRAD, CRIKVENICA",4000
31876,CRIKVENICA,206,CRIKVENICA,"CRIKVENICA, CRIKVENICA",8000
31877,SELCE,206,CRIKVENICA,"SELCE, CRIKVENICA",7000
31878,SV. JELENA,206,CRIKVENICA,"SV. JELENA, CRIKVENICA",7000
31325,BRIBIR,206,CRIKVENICA,"BRIBIR, CRIKVENICA",8000
31326,DRIVENIK,206,CRIKVENICA,"DRIVENIK, CRIKVENICA",5000
31327,SV. JAKOV,206,CRIKVENICA,"SV. JAKOV, CRIKVENICA",8000
31424,GRIŽANE,206,CRIKVENICA,"GRIŽANE, CRIKVENICA",4000
50103,SELCE - NOVA,206,CRIKVENICA,"SELCE - NOVA, CRIKVENICA",8000
32089,BADLIČAN,207,ČAKOVEC,"BADLIČAN, ČAKOVEC",3000
32090,ČAKOVEC,207,ČAKOVEC,"ČAKOVEC, ČAKOVEC",9000
32091,DEKANOVEC,207,ČAKOVEC,"DEKANOVEC, ČAKOVEC",3000
32092,DRŽIMUREC,207,ČAKOVEC,"DRŽIMUREC, ČAKOVEC",3000
32093,FERKETINEC,207,ČAKOVEC,"FERKETINEC, ČAKOVEC",2000
32094,GORNJA DUBRAVA,207,ČAKOVEC,"GORNJA DUBRAVA, ČAKOVEC",1000
32095,GORNJI HRAŠĆAN,207,ČAKOVEC,"GORNJI HRAŠĆAN, ČAKOVEC",3000
32096,GORNJI MIHALJEVEC,207,ČAKOVEC,"GORNJI MIHALJEVEC, ČAKOVEC",2000
32099,IVANOVEC,207,ČAKOVEC,"IVANOVEC, ČAKOVEC",4000
32100,KRIŠTANOVEC,207,ČAKOVEC,"KRIŠTANOVEC, ČAKOVEC",3000
32102,MAČKOVEC,207,ČAKOVEC,"MAČKOVEC, ČAKOVEC",3000
32103,MALA SUBOTICA,207,ČAKOVEC,"MALA SUBOTICA, ČAKOVEC",2000
32104,MARTINUŠEVEC,207,ČAKOVEC,"MARTINUŠEVEC, ČAKOVEC",1000
32105,MURŠĆAK,207,ČAKOVEC,"MURŠĆAK, ČAKOVEC",6000
32106,NOVAKOVEC,207,ČAKOVEC,"NOVAKOVEC, ČAKOVEC",4000
32108,PALOVEC,207,ČAKOVEC,"PALOVEC, ČAKOVEC",3000
32109,PODBREST,207,ČAKOVEC,"PODBREST, ČAKOVEC",8000
32110,PODTUREN,207,ČAKOVEC,"PODTUREN, ČAKOVEC",4000
32111,PRETETINEC,207,ČAKOVEC,"PRETETINEC, ČAKOVEC",1000
32113,SLAKOVEC,207,ČAKOVEC,"SLAKOVEC, ČAKOVEC",8000
32114,STRAHONINEC,207,ČAKOVEC,"STRAHONINEC, ČAKOVEC",9000
32115,ŠANDOROVEC,207,ČAKOVEC,"ŠANDOROVEC, ČAKOVEC",1000
32116,ŠENKOVEC,207,ČAKOVEC,"ŠENKOVEC, ČAKOVEC",4000
32117,ŠTRIGOVA,207,ČAKOVEC,"ŠTRIGOVA, ČAKOVEC",1000
32118,TOTOVEC,207,ČAKOVEC,"TOTOVEC, ČAKOVEC",2000
31328,BELICA,207,ČAKOVEC,"BELICA, ČAKOVEC",5000
31329,BOGDANOVEC,207,ČAKOVEC,"BOGDANOVEC, ČAKOVEC",2000
31330,ČREČAN,207,ČAKOVEC,"ČREČAN, ČAKOVEC",2000
31331,DOMAŠINEC,207,ČAKOVEC,"DOMAŠINEC, ČAKOVEC",4000
31332,GARDINOVEC,207,ČAKOVEC,"GARDINOVEC, ČAKOVEC",4000
31333,GORNJI KRALJEVEC,207,ČAKOVEC,"GORNJI KRALJEVEC, ČAKOVEC",3000
31334,GORNJI PUSTAKOVEC - STARI,207,ČAKOVEC,"GORNJI PUSTAKOVEC - STARI, ČAKOVEC",2000
31335,KURŠANEC,207,ČAKOVEC,"KURŠANEC, ČAKOVEC",4000
31336,MACINEC,207,ČAKOVEC,"MACINEC, ČAKOVEC",6000
31337,MALI MIHALJEVEC,207,ČAKOVEC,"MALI MIHALJEVEC, ČAKOVEC",3000
31338,MIHOVLJAN,207,ČAKOVEC,"MIHOVLJAN, ČAKOVEC",3000
31340,OREHOVICA,207,ČAKOVEC,"OREHOVICA, ČAKOVEC",3000
31342,PRESEKA,207,ČAKOVEC,"PRESEKA, ČAKOVEC",1000
31343,PRHOVEC,207,ČAKOVEC,"PRHOVEC, ČAKOVEC",1000
31345,SIVICA,207,ČAKOVEC,"SIVICA, ČAKOVEC",3000
31346,STANETINEC,207,ČAKOVEC,"STANETINEC, ČAKOVEC",1000
31348,ŠTEFANEC,207,ČAKOVEC,"ŠTEFANEC, ČAKOVEC",2000
31349,ŠTRUKOVEC,207,ČAKOVEC,"ŠTRUKOVEC, ČAKOVEC",2000
31350,TURČIŠĆE,207,ČAKOVEC,"TURČIŠĆE, ČAKOVEC",2000
31351,VULARIJA,207,ČAKOVEC,"VULARIJA, ČAKOVEC",2000
31427,DRAGOSLAVEC,207,ČAKOVEC,"DRAGOSLAVEC, ČAKOVEC",1000
31428,MURSKO SREDIŠĆE,207,ČAKOVEC,"MURSKO SREDIŠĆE, ČAKOVEC",7000
32302,TRNOVEC,207,ČAKOVEC,"TRNOVEC, ČAKOVEC",2000
